customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0356,Male,0,Yes,No,20,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),74.09,3262.49,No
CUST0357,Female,0,No,Yes,18,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),61.86,2210.49,No
CUST0358,Female,0,Yes,Yes,30,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,23.17,181.07,No
CUST0359,Male,0,No,Yes,18,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.41,2338.91,No
CUST0360,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),120.0,4505.9,Yes
CUST0361,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.28,4614.13,Yes
CUST0362,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.22,334.39,No
CUST0363,Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,22.16,570.42,No
CUST0364,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,37.76,2243.15,Yes
CUST0365,Male,0,No,No,9,Yes,Yes,No,No,No,Yes,No,Yes,No,One year,No,Electronic check,78.59,3696.78,Yes
CUST0366,Male,0,No,No,22,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),97.19,2098.12,Yes
CUST0367,Female,0,Yes,No,12,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.83,4443.75,No
CUST0368,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.0,3206.0,Yes
CUST0369,Male,1,Yes,Yes,72,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Mailed check,86.23,3137.32,No
CUST0370,Male,1,No,No,57,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,80.2,5640.8,No
CUST0371,Female,0,No,No,2,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),45.25,3087.81,No
CUST0372,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.22,1857.67,No
CUST0373,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.55,434.29,No
CUST0374,Female,0,No,No,72,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,65.52,1580.56,No
CUST0375,Male,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),74.93,237.09,No
CUST0376,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),115.36,285.47,No
CUST0377,Female,0,No,No,25,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),25.71,747.64,No
CUST0378,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),79.45,5387.37,No
CUST0379,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,109.44,6879.91,Yes
CUST0380,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.77,3274.74,Yes
CUST0381,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),89.99,3701.32,Yes
CUST0382,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,82.63,117.44,No
CUST0383,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),103.95,1694.45,Yes
CUST0384,Male,0,No,Yes,72,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,32.38,89.32,Yes
CUST0385,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.42,1278.2,No
CUST0386,Female,0,Yes,No,17,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.81,735.0,Yes
CUST0387,Male,0,Yes,No,72,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.0,1254.05,No
CUST0388,Male,0,Yes,No,72,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.92,4757.19,No
CUST0389,Male,0,No,No,31,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),101.62,1756.91,No
CUST0390,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,52.0,634.3,Yes
CUST0391,Male,0,Yes,No,21,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),53.88,2454.7,No
CUST0392,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,62.83,4081.37,Yes
CUST0393,Female,1,No,No,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,66.56,3461.39,No
CUST0394,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),68.82,1771.77,No
CUST0395,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.75,3490.94,Yes
CUST0396,Female,0,No,No,37,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.82,1379.72,Yes
CUST0397,Female,0,No,No,37,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.3,6711.66,No
CUST0398,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,78.38,4245.57,Yes
CUST0399,Female,0,Yes,No,25,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),46.79,2087.87,No
CUST0400,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.05,3262.05,No
CUST0401,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,24.25,1088.66,No
CUST0402,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),62.24,1571.73,No
CUST0403,Male,0,No,Yes,29,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,94.01,286.67,No
CUST0404,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),43.31,1258.15,No
CUST0405,Female,0,No,No,21,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,74.29,4981.97,No
CUST0406,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Electronic check,81.3,3696.51,Yes
CUST0407,Female,1,No,No,36,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,No,Mailed check,39.18,272.76,No
CUST0408,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No,No,Yes,No,No,Two year,Yes,Mailed check,62.83,4010.45,No
CUST0409,Female,0,Yes,No,26,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,One year,No,Electronic check,60.3,1211.53,No
CUST0410,Female,0,Yes,No,72,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,48.45,886.97,No
CUST0411,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,120.0,2651.22,No
CUST0412,Female,0,No,Yes,57,Yes,No,No,No internet service,No,No,No internet service,No,No,Two year,Yes,Electronic check,42.11,1767.7,No
CUST0413,Female,0,No,No,36,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,95.15,3774.79,No
CUST0414,Male,0,Yes,No,44,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.22,1909.94,No
CUST0415,Male,0,Yes,Yes,9,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,32.4,1683.07,No
CUST0416,Male,0,No,No,10,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),68.08,1598.23,Yes
CUST0417,Male,0,No,No,70,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,84.47,4774.96,No
CUST0418,Female,1,No,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),92.62,1245.48,No
CUST0419,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.87,6327.93,Yes
CUST0420,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,120.0,5775.66,No
CUST0421,Female,1,No,No,3,No,No phone service,DSL,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,72.52,3590.08,No
CUST0422,Female,0,Yes,No,47,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.11,1587.34,No
CUST0423,Female,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.59,3800.2,No
CUST0424,Male,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,57.01,380.03,No
CUST0425,Female,0,No,No,46,No,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.78,5702.21,No
CUST0426,Male,0,Yes,No,3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),26.09,128.96,Yes
CUST0427,Male,0,No,No,14,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,120.0,1387.28,No
CUST0428,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,90.68,3804.27,No
CUST0429,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Mailed check,20.0,1069.96,No
CUST0430,Female,0,Yes,No,72,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),43.73,280.47,No
CUST0431,Male,0,No,No,39,No,No,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,89.48,5939.33,No
CUST0432,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,100.29,7032.97,Yes
CUST0433,Male,1,No,Yes,63,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.83,1181.25,No
CUST0434,Female,0,No,No,3,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.39,3038.22,Yes
CUST0435,Female,0,No,No,4,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Credit card (automatic),20.0,1072.78,Yes
CUST0436,Female,0,No,Yes,39,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.32,1515.21,No
CUST0437,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,No,Mailed check,98.36,3543.15,Yes
CUST0438,Female,1,No,No,23,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),48.45,3200.26,Yes
CUST0439,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.0,1377.03,No
CUST0440,Male,0,Yes,Yes,12,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.39,4636.53,Yes
CUST0441,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.86,920.01,Yes
CUST0442,Female,0,Yes,No,11,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.89,1468.46,No
CUST0443,Male,0,No,Yes,8,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.44,850.84,No
CUST0444,Female,1,No,No,28,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),41.82,1352.2,No
CUST0445,Female,0,No,No,69,Yes,No,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,20.0,466.12,Yes
CUST0446,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,70.1,1932.55,No
CUST0447,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),60.17,2711.7,Yes
CUST0448,Female,1,Yes,No,54,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,29.35,1618.25,Yes
CUST0449,Male,1,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,70.81,3769.05,No
CUST0450,Female,0,Yes,No,72,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),95.81,5636.06,No
CUST0451,Female,0,Yes,No,5,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,58.53,192.29,Yes
CUST0452,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),73.05,320.6,No
CUST0453,Female,0,No,No,23,No,No,No,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,73.2,4175.74,No
CUST0454,Female,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,28.87,1121.56,Yes
CUST0455,Male,0,No,No,19,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,120.0,5045.76,Yes
CUST0456,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),50.87,240.82,No
CUST0457,Female,0,No,No,5,No,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,84.68,1619.76,No
CUST0458,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),88.08,4079.98,No
CUST0459,Male,0,No,Yes,32,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,60.81,3770.47,No
CUST0460,Male,0,No,No,17,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,83.2,5500.26,No
CUST0461,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,72.37,2643.83,No
CUST0462,Male,0,Yes,No,18,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,22.47,892.74,No
CUST0463,Female,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),55.03,3309.97,No
CUST0464,Male,0,Yes,No,10,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.62,1826.3,Yes
CUST0465,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,51.15,1928.11,Yes
CUST0466,Male,0,No,No,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,25.88,1688.95,Yes
CUST0467,Female,0,Yes,No,33,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,98.79,5639.62,No
CUST0468,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,113.06,7410.41,No
CUST0469,Male,0,Yes,No,13,Yes,No phone service,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),94.34,1556.19,No
CUST0470,Female,0,Yes,No,1,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.12,3942.19,No
CUST0471,Male,0,Yes,No,72,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,54.66,3324.23,No
CUST0472,Female,1,No,Yes,9,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,45.91,408.23,No
CUST0473,Male,0,Yes,No,4,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),41.64,2391.15,No
CUST0474,Female,0,No,No,13,Yes,No,No,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.32,1179.76,Yes
CUST0475,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),71.81,4192.12,No
CUST0476,Female,0,No,Yes,10,No,No,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,62.68,2786.4,No
CUST0477,Male,0,Yes,No,25,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,103.85,1528.71,No
CUST0478,Female,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,77.15,2669.96,No
CUST0479,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,39.84,1968.72,No
CUST0480,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,44.57,2050.5,No
CUST0481,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.46,2677.84,No
CUST0482,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,96.25,6242.42,No
CUST0483,Male,0,Yes,No,3,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,81.55,3088.13,Yes
CUST0484,Female,0,Yes,No,5,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),120.0,4429.99,No
CUST0485,Male,0,Yes,No,30,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,114.05,618.13,No
CUST0486,Female,0,Yes,No,50,No,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,78.23,5200.06,No
CUST0487,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,39.84,540.87,No
CUST0488,Female,0,Yes,No,27,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.7,989.78,No
CUST0489,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),53.38,3098.8,No
CUST0490,Male,1,No,No,11,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.6,1427.57,No
CUST0491,Female,0,No,Yes,1,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),119.8,4605.51,No
CUST0492,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.52,1402.29,No
CUST0493,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.06,5497.22,No
CUST0494,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,57.64,2367.2,Yes
CUST0495,Male,0,No,Yes,36,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.68,5169.46,No
CUST0496,Male,0,No,No,52,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.7,5786.92,No
CUST0497,Male,1,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,941.2,Yes
CUST0498,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),52.6,2761.48,No
CUST0499,Male,1,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),93.49,3739.14,No
CUST0500,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.23,2072.12,No
CUST0501,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),29.1,1368.39,No
CUST0502,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.0,1309.77,No
CUST0503,Male,1,No,Yes,13,Yes,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Mailed check,54.03,1652.37,No
CUST0504,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.85,1465.91,Yes
CUST0505,Male,1,Yes,No,2,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,38.48,1099.79,Yes
CUST0506,Male,0,No,No,25,Yes,Yes,No,No,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),69.29,2211.35,No
CUST0507,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),80.19,499.02,No
CUST0508,Male,1,No,Yes,1,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),85.12,3097.49,No
CUST0509,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.0,721.93,No
CUST0510,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),25.57,1093.93,Yes
CUST0511,Male,0,Yes,No,3,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Mailed check,55.86,1494.86,No
CUST0512,Female,1,Yes,Yes,29,Yes,No,No,No internet service,No,No,No,No,Yes,One year,No,Credit card (automatic),82.17,3658.87,No
CUST0513,Male,1,No,No,8,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.68,5047.81,Yes
CUST0514,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,79.16,5448.98,Yes
CUST0515,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),53.5,2270.24,No
CUST0516,Male,1,Yes,No,18,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,55.17,222.01,No
CUST0517,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,43.15,3012.56,No
CUST0518,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,88.05,4500.57,Yes
CUST0519,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.39,929.15,No
CUST0520,Female,0,No,No,1,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,90.5,1036.07,No
CUST0521,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),71.24,796.61,No
CUST0522,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,63.65,821.69,No
CUST0523,Female,1,No,No,11,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.3,191.87,No
CUST0524,Male,1,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,24.33,1582.98,No
CUST0525,Female,1,Yes,Yes,72,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,45.57,1795.23,No
CUST0526,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.1,2793.4,No
CUST0527,Male,1,No,No,9,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),20.0,1195.91,No
CUST0528,Female,1,No,No,7,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,59.08,3379.3,Yes
CUST0529,Female,0,Yes,No,72,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,92.73,5903.7,No
CUST0530,Female,1,No,No,18,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.02,5714.51,Yes
CUST0531,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.11,1612.36,No
CUST0532,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.41,4547.22,No
